index,date,week,team,opp,crew,points,oYards,pYards,pCount,won,tDiff,penDiff,ptsDiff,ydsDiff,home,tie
281,9/18/2022,2,NYG,CAR,Ron Torbert,19,265,62,8,1,-2,3,3,-10,1,0
282,9/18/2022,2,SF,SEA,Brad Rogers,27,373,26,1,1,-3,-9,20,157,1,0
283,9/18/2023,2,PIT,CLE,Ron Torbert,26,255,31,5,1,-2,-3,4,-153,1,0
284,9/19/2022,2,BUF,TEN,Shawn Smith,41,414,49,8,1,-4,-1,34,227,1,0
285,9/19/2022,2,PHI,MIN,Scott Novak,24,486,60,8,1,-2,3,17,222,1,0
286,9/21/2023,3,SF,NYG,Shawn Hochuli,30,441,71,6,1,-1,0,18,291,1,0
287,9/22/2022,3,CLE,PIT,Clay Martin,29,376,24,5,1,-1,0,12,68,1,0
288,9/24/2023,3,ARI,DAL,Alex Kemp,28,400,69,8,1,-1,-5,12,-16,1,0
289,9/24/2023,3,CLE,TEN,Craig Wrolstad,27,341,46,5,1,1,-3,24,247,1,0
290,9/24/2023,3,DET,ATL,Land Clark,20,358,119,10,1,0,6,14,175,1,0
291,9/24/2023,3,GB,NO,Brad Rogers,18,340,90,11,1,1,4,1,88,1,0
292,9/24/2023,3,KC,CHI,Alan Eck,41,456,15,3,1,0,-3,31,253,1,0
293,9/24/2023,3,MIA,DEN,Clay Martin,70,726,55,6,1,-3,-1,50,363,1,0
294,9/24/2023,3,SEA,CAR,Ron Torbert,37,425,82,8,1,1,-5,10,47,1,0
295,9/25/2022,3,CAR,NO,Carl Cheffers,22,293,40,4,1,-3,-3,8,-133,1,0
296,9/25/2022,3,CHI,HOU,Clete Blakeman,23,363,32,6,1,0,3,3,34,1,0
297,9/25/2022,3,DEN,SF,Shawn Hochuli,11,261,30,5,1,-3,-2,1,-6,1,0
298,9/25/2022,3,IND,KC,Shawn Smith,20,259,34,4,1,-1,-2,3,-56,1,0
299,9/25/2022,3,MIA,BUF,Alex Kemp,21,212,20,4,1,-1,-3,2,-285,1,0
300,9/25/2022,3,MIN,DET,John Hussey,28,373,15,3,1,0,-4,4,-43,1,0
301,9/25/2022,3,TEN,LV,Brad Rogers,24,361,85,7,1,0,1,2,-35,1,0
302,9/25/2023,3,CIN,LAR,John Hussey,19,309,49,7,1,-1,3,3,17,1,0
303,9/29/2022,4,CIN,MIA,Tra Blake,27,371,74,6,1,-2,0,12,-7,1,0
304,1/1/2023,17,BAL,PIT,Land Clark,13,240,30,4,0,1,-2,-3,-111,1,0
305,1/1/2023,17,HOU,JAX,Scott Novak,3,277,45,7,0,-1,5,-28,-60,1,0
306,1/1/2023,17,LV,SF,Clay Martin,34,500,49,6,0,1,-3,-3,46,1,0
307,1/1/2023,17,PHI,NO,Jerome Boger,10,313,49,8,0,0,5,-10,0,1,0
308,1/1/2023,17,WAS,CLE,Bill Vinovich,10,260,24,5,0,3,2,-14,-41,1,0
309,1/6/2024,18,BAL,PIT,Brad Allen,10,224,26,3,0,0,-1,-7,-65,1,0
310,1/6/2024,18,IND,HOU,Bill Vinovich,19,360,14,3,0,1,-8,-4,54,1,0
311,1/7/2023,18,LV,KC,Scott Novak,13,279,47,6,0,2,1,-18,-70,1,0
312,1/7/2024,18,ARI,SEA,Adrian Hill,20,466,27,5,0,0,5,-1,139,1,0
313,1/7/2024,18,CAR,TB,Clete Blakeman,0,199,20,3,0,2,0,-9,-29,1,0
314,1/7/2024,18,LAC,KC,Scott Novak,12,353,5,1,0,0,-2,-1,85,1,0
315,1/7/2024,18,MIA,BUF,Alex Kemp,14,275,29,4,0,-1,-2,-7,-198,1,0
316,1/7/2024,18,NE,NYJ,Land Clark,3,119,35,4,0,1,3,-14,-135,1,0
317,1/7/2024,18,SF,LAR,Clay Martin,20,300,78,5,0,0,3,-1,42,1,0
318,1/7/2024,18,WAS,DAL,Shawn Smith,10,180,39,4,0,2,2,-28,-260,1,0
319,1/8/2023,18,CHI,MIN,Brad Allen,13,259,20,2,0,0,-6,-16,-223,1,0
320,1/8/2023,18,GB,DET,Brad Rogers,16,291,35,4,0,2,-1,-4,-32,1,0
321,1/8/2023,18,IND,HOU,Jerome Boger,31,398,10,2,0,0,-5,-1,38,1,0
322,1/8/2023,18,NO,CAR,Alex Kemp,7,304,15,2,0,-1,0,-3,101,1,0
323,10/1/2023,4,CAR,MIN,Tra Blake,13,232,80,6,0,-1,-1,-8,-33,1,0
324,10/1/2023,4,CHI,DEN,Carl Cheffers,28,471,91,10,0,2,3,-3,160,1,0
325,10/1/2023,4,CLE,BAL,Brad Allen,3,166,42,7,0,2,-1,-25,-130,1,0
326,10/1/2023,4,IND,LAR,Land Clark,23,329,80,8,0,0,0,-6,-138,1,0
327,10/1/2023,4,NO,TB,Shawn Hochuli,9,197,58,7,0,2,-4,-17,-156,1,0
328,10/1/2023,4,NYJ,KC,Alex Kemp,20,336,42,7,0,-1,2,-3,-65,1,0
329,10/13/2022,6,CHI,WAS,Adrian Hill,7,391,42,4,0,2,-3,-5,177,1,0
330,10/15/2023,6,ATL,WAS,Clete Blakeman,16,402,31,4,0,3,-2,-8,209,1,0
331,10/15/2023,6,CHI,MIN,Brad Allen,13,275,29,5,0,2,0,-6,55,1,0
332,10/15/2023,6,TB,DET,Clay Martin,6,251,33,5,0,1,0,-14,-129,1,0
333,10/15/2023,6,TEN,BAL,Bill Vinovich,16,233,45,6,0,1,-3,-8,-127,1,0
334,10/16/2022,6,CLE,NE,Scott Novak,15,328,63,7,0,3,-5,-23,-71,1,0
335,10/16/2022,6,GB,NYJ,Clete Blakeman,10,278,42,7,0,1,0,-17,0,1,0
336,10/16/2022,6,KC,BUF,Brad Allen,20,387,58,5,0,1,-2,-4,-56,1,0
337,10/16/2022,6,MIA,MIN,Brad Rogers,16,458,97,10,0,3,8,-8,224,1,0
338,10/16/2022,6,NO,CIN,Land Clark,26,399,34,4,0,-1,1,-4,51,1,0
339,10/16/2023,6,LAC,DAL,Land Clark,17,272,79,9,0,0,-2,-3,-70,1,0
340,10/19/2023,7,NO,JAX,Land Clark,24,407,34,3,0,-1,-2,-7,77,1,0
341,10/2/2022,4,BAL,BUF,Jerome Boger,20,296,70,9,0,0,5,-3,-30,1,0
342,10/2/2022,4,CAR,ARI,John Hussey,16,220,76,6,0,2,-1,-10,-118,1,0
343,10/2/2022,4,DET,SEA,Clay Martin,45,520,59,8,0,1,-3,-3,-35,1,0
344,10/2/2022,4,HOU,LAC,Alex Kemp,24,346,67,9,0,1,3,-10,-73,1,0
345,10/2/2022,4,IND,TEN,Scott Novak,17,365,50,7,0,3,1,-7,122,1,0
346,10/2/2022,4,NO,MIN,Clete Blakeman,25,338,102,10,0,1,5,-3,-6,1,0
347,10/2/2022,4,PIT,NYJ,Brad Rogers,20,297,55,8,0,2,1,-4,-51,1,0
348,10/2/2022,4,TB,KC,Bill Vinovich,31,376,40,5,0,1,1,-10,-41,1,0
349,10/2/2023,4,NYG,SEA,Brad Rogers,3,248,45,6,0,3,-2,-21,-33,1,0
350,10/22/2023,7,IND,CLE,Shawn Smith,38,456,67,8,0,2,4,-1,140,1,0
351,10/22/2023,7,LAR,PIT,Craig Wrolstad,17,354,40,5,0,1,-3,-7,54,1,0
352,10/22/2023,7,TB,ATL,Ron Torbert,13,329,66,9,0,-1,0,-3,-72,1,0
353,10/23/2022,7,DEN,NYJ,Bill Vinovich,9,324,34,4,0,1,-7,-7,64,1,0
354,10/23/2022,7,JAX,NYG,Tra Blake,17,452,81,13,0,1,5,-6,16,1,0
355,10/23/2022,7,LAC,SEA,Land Clark,23,329,70,7,0,0,0,-14,-75,1,0
356,10/23/2022,7,SF,KC,Alex Kemp,23,444,80,10,0,1,2,-21,-85,1,0
357,10/24/2022,7,NE,CHI,Brad Allen,14,260,30,4,0,3,0,-19,-130,1,0
358,10/27/2022,8,TB,BAL,Carl Cheffers,22,349,35,4,0,1,-3,-5,-104,1,0
359,10/29/2023,8,ARI,BAL,Tra Blake,24,310,70,6,0,2,0,-7,42,1,0
360,10/29/2023,8,GB,MIN,Shawn Hochuli,10,270,99,11,0,0,4,-14,-76,1,0
361,10/29/2023,8,IND,NO,Craig Wrolstad,27,371,30,6,0,0,-2,-11,-140,1,0
362,10/29/2023,8,NYG,NYJ,Shawn Smith,10,194,73,6,0,-2,-3,-3,-57,1,0
363,10/29/2023,8,PIT,JAX,Alan Eck,10,261,52,6,0,-1,0,-10,-116,1,0
364,10/29/2023,8,SF,CIN,Ron Torbert,17,460,54,5,0,2,4,-14,60,1,0
365,10/29/2023,8,WAS,PHI,Carl Cheffers,31,472,79,7,0,-1,4,-7,98,1,0
366,10/30/2022,8,DET,MIA,Alex Kemp,27,393,30,6,0,-1,-1,-4,-83,1,0
367,10/30/2022,8,HOU,TEN,Clay Martin,10,161,45,6,0,-1,0,-7,-193,1,0
368,10/30/2022,8,IND,WAS,Craig Wrolstad,16,324,25,3,0,1,0,-1,-38,1,0
369,10/30/2022,8,JAX,DEN,Adrian Hill,17,305,54,5,0,1,-7,-4,-26,1,0
370,10/30/2022,8,LAR,SF,John Hussey,14,223,50,4,0,0,1,-17,-145,1,0
371,10/30/2022,8,NYJ,NE,Shawn Smith,17,387,41,4,0,2,-2,-5,99,1,0
372,10/5/2023,5,WAS,CHI,Scott Novak,20,388,5,1,0,2,-2,-20,-63,1,0
373,10/6/2022,5,DEN,IND,Brad Rogers,9,375,49,7,0,0,-1,-3,69,1,0
374,10/8/2023,5,ARI,CIN,Clay Martin,20,294,16,2,0,2,-2,-14,-86,1,0
375,10/8/2023,5,BUF,JAX,Shawn Smith,20,388,109,11,0,0,3,-5,-86,1,0
376,10/8/2023,5,DEN,NYJ,John Hussey,21,308,31,4,0,1,-5,-10,-99,1,0
377,10/8/2023,5,LAR,PHI,Bill Vinovich,14,249,48,5,0,-1,2,-9,-205,1,0
378,10/8/2023,5,MIN,KC,Land Clark,20,329,51,4,0,1,-6,-7,-4,1,0
379,10/8/2023,5,NE,NO,Alex Kemp,0,156,30,5,0,3,-7,-34,-148,1,0
380,10/9/2022,5,ARI,PHI,Tra Blake,17,363,15,2,0,1,-1,-3,6,1,0
381,10/9/2022,5,CAR,SF,Shawn Smith,15,308,33,5,0,0,-4,-22,-89,1,0
382,10/9/2022,5,CLE,LAC,Adrian Hill,28,443,65,6,0,1,2,-2,-22,1,0
383,10/9/2022,5,GB,NYG,Alex Kemp,22,301,37,7,0,0,1,-5,-37,1,0
384,10/9/2022,5,JAX,HOU,Ron Torbert,6,422,48,6,0,2,2,-7,174,1,0
385,10/9/2022,5,LAR,DAL,Bill Vinovich,10,323,25,3,0,3,-2,-12,84,1,0
386,10/9/2022,5,WAS,TEN,Land Clark,17,385,71,9,0,1,1,-4,144,1,0
387,11/12/2023,10,BAL,CLE,Land Clark,31,306,64,7,0,0,-3,-2,-67,1,0
388,11/12/2023,10,CIN,HOU,Carl Cheffers,27,380,63,4,0,-1,-3,-3,-164,1,0
389,11/12/2023,10,JAX,SF,Brad Allen,3,221,39,5,0,4,-2,-31,-216,1,0
390,11/12/2023,10,LAC,DET,Shawn Smith,38,421,36,3,0,1,-1,-3,-112,1,0
391,11/12/2023,10,NE,IND,Tra Blake,6,340,34,5,0,1,1,-4,76,1,0
392,11/13/2022,10,BUF,MIN,Craig Wrolstad,30,486,64,7,0,2,0,-3,5,1,0
393,11/13/2022,10,CHI,DET,Land Clark,30,408,86,9,0,1,7,-1,85,1,0
394,11/13/2022,10,LAR,ARI,Clete Blakeman,17,256,29,5,0,2,-5,-10,-42,1,0
395,11/13/2022,10,LV,IND,Tra Blake,20,309,74,10,0,-1,6,-5,-106,1,0
396,11/13/2023,10,BUF,DEN,Bill Vinovich,22,369,63,5,0,3,-5,-2,69,1,0
397,11/14/2022,10,PHI,WAS,Alex Kemp,21,264,75,7,0,2,2,-11,-66,1,0
398,11/17/2022,11,GB,TEN,Bill Vinovich,17,271,40,5,0,-1,3,-10,-137,1,0
399,11/19/2023,11,CAR,DAL,Clay Martin,10,187,90,8,0,2,3,-23,-124,1,0
400,11/19/2023,11,WAS,NYG,Brad Allen,19,404,5,1,0,6,-4,-12,112,1,0
401,11/20/2022,11,DEN,LV,Shawn Smith,16,320,45,5,0,0,-4,-6,-87,1,0
402,11/20/2022,11,HOU,WAS,Scott Novak,10,148,15,2,0,2,-3,-13,-196,1,0
403,11/20/2022,11,IND,PHI,Land Clark,16,284,90,8,0,-1,1,-1,-30,1,0
404,11/20/2022,11,LAC,KC,Shawn Hochuli,27,365,25,4,0,1,0,-3,-120,1,0
405,11/20/2022,11,MIN,DAL,Clay Martin,3,183,59,7,0,1,1,-37,-275,1,0
406,11/20/2022,11,NYG,DET,Brad Rogers,18,413,63,8,0,3,3,-13,88,1,0
407,11/20/2022,11,PIT,CIN,Brad Allen,30,351,70,8,0,-2,2,-7,-57,1,0
408,11/20/2023,11,KC,PHI,Shawn Smith,17,336,55,7,0,1,0,-4,98,1,0
409,11/21/2022,11,ARI,SF,Craig Wrolstad,10,314,50,5,0,2,2,-28,-73,1,0
410,11/23/2023,12,DET,GB,Carl Cheffers,22,464,51,7,0,3,0,-7,87,1,0
411,11/23/2023,12,SEA,SF,Tra Blake,13,220,39,5,0,1,2,-18,-157,1,0
412,11/24/2022,12,DET,BUF,Clete Blakeman,25,326,32,3,0,1,-2,-3,-75,1,0
413,11/24/2023,12,NYJ,MIA,John Hussey,13,159,60,6,0,-1,0,-21,-236,1,0
414,11/26/2023,12,ARI,LAR,Shawn Smith,14,292,34,5,0,-1,0,-23,-165,1,0
415,11/26/2023,12,CIN,PIT,Brad Rogers,10,222,36,5,0,0,0,-6,-199,1,0
416,11/26/2023,12,HOU,JAX,Clay Martin,21,352,49,7,0,-1,1,-3,-93,1,0
417,11/26/2023,12,LAC,BAL,Alan Eck,10,279,41,5,0,4,0,-10,-82,1,0
418,11/26/2023,12,LV,KC,Land Clark,17,358,0,0,0,0,-4,-14,-2,1,0
419,11/27/2022,12,ARI,LAC,Ron Torbert,24,366,19,3,0,2,-1,-1,55,1,0
420,11/27/2022,12,SEA,LV,Brad Allen,34,372,10,2,0,0,-5,-6,-204,1,0
421,11/27/2022,12,TEN,CIN,Carl Cheffers,16,344,57,8,0,0,-1,-4,-30,1,0
422,11/27/2023,12,MIN,CHI,Alex Kemp,10,242,24,4,0,2,-3,-2,-75,1,0
423,11/28/2022,12,IND,PIT,Bill Vinovich,17,290,20,2,0,2,-1,-7,-33,1,0
424,11/3/2022,9,HOU,PHI,Craig Wrolstad,17,303,28,4,0,1,0,-12,-57,1,0
425,11/5/2023,9,ATL,MIN,Shawn Smith,28,370,62,8,0,0,7,-3,7,1,0
426,11/5/2023,9,CAR,IND,Bill Vinovich,13,275,81,10,0,2,5,-14,77,1,0
427,11/5/2023,9,NE,WAS,Adrian Hill,17,327,30,4,0,-1,0,-3,-105,1,0
428,11/6/2022,9,ARI,SEA,Carl Cheffers,21,262,77,12,0,0,6,-10,-159,1,0
429,11/6/2022,9,ATL,LAC,John Hussey,17,315,15,2,0,0,-3,-3,-21,1,0
430,11/6/2022,9,CHI,MIA,Ron Torbert,32,368,92,4,0,0,1,-3,-11,1,0
431,11/6/2022,9,WAS,MIN,Jerome Boger,17,263,26,3,0,0,-2,-3,-38,1,0
432,11/6/2023,9,NYJ,LAC,Craig Wrolstad,6,270,40,8,0,3,4,-21,79,1,0
433,11/7/2022,9,NO,BAL,Brad Rogers,13,243,40,5,0,1,0,-14,-76,1,0
434,12/1/2022,13,NE,BUF,Shawn Hochuli,10,242,62,6,0,-1,0,-14,-113,1,0
435,12/10/2023,14,ATL,TB,Alex Kemp,25,434,10,2,0,1,-2,-4,144,1,0
436,12/10/2023,14,KC,BUF,Carl Cheffers,17,346,45,7,0,1,3,-3,19,1,0
437,12/10/2023,14,LAC,DEN,Clete Blakeman,7,283,10,2,0,1,-2,-17,-39,1,0
438,12/10/2023,14,LV,MIN,Craig Wrolstad,0,202,37,4,0,3,-1,-3,-29,1,0
439,12/11/2022,14,DEN,KC,Craig Wrolstad,28,320,38,6,0,-1,2,-6,-111,1,0
440,12/11/2022,14,NYG,PHI,Clete Blakeman,22,304,34,5,0,1,3,-26,-133,1,0
441,12/11/2022,14,PIT,BAL,Adrian Hill,14,329,15,2,0,3,-3,-2,20,1,0
442,12/11/2022,14,SEA,CAR,Bill Vinovich,24,287,35,3,0,2,-3,-6,-41,1,0
443,12/11/2022,14,TEN,JAX,Clay Martin,22,364,50,5,0,4,-4,-14,-64,1,0
444,12/11/2023,14,MIA,TEN,Adrian Hill,27,366,61,7,0,-2,-2,-1,-37,1,0
445,12/12/2022,14,ARI,NE,Shawn Smith,13,323,48,8,0,1,0,-14,-5,1,0
446,12/15/2022,15,SEA,SF,Alex Kemp,13,277,79,8,0,1,1,-8,-104,1,0
447,12/17/2023,15,ARI,SF,Scott Novak,29,436,28,4,0,2,3,-16,30,1,0
448,12/17/2023,15,GB,TB,Tra Blake,20,321,31,4,0,0,0,-14,-131,1,0
449,12/17/2023,15,JAX,BAL,Shawn Smith,7,333,47,6,0,1,0,-16,-63,1,0
450,12/17/2023,15,NE,KC,Shawn Hochuli,17,206,45,5,0,-1,3,-10,-120,1,0
451,12/17/2023,15,TEN,HOU,Clete Blakeman,16,204,50,5,0,0,-3,-3,-136,1,0
452,12/18/2022,15,CAR,PIT,Scott Novak,16,209,40,5,0,0,-2,-8,-116,1,0
453,12/18/2022,15,CHI,PHI,Brad Rogers,20,248,30,6,0,-2,4,-5,-173,1,0
454,12/18/2022,15,HOU,KC,Carl Cheffers,24,219,33,4,0,-1,-6,-6,-283,1,0
455,12/18/2022,15,NYJ,DET,Craig Wrolstad,17,337,20,2,0,1,-4,-3,-22,1,0
456,12/18/2022,15,TB,CIN,Adrian Hill,23,396,58,7,0,3,3,-11,159,1,0
457,12/18/2022,15,WAS,NYG,John Hussey,12,387,40,6,0,2,1,-8,99,1,0
458,12/22/2022,16,NYJ,JAX,Brad Allen,3,227,64,9,0,1,6,-16,-138,1,0
459,12/23/2023,16,LAC,BUF,Adrian Hill,22,273,29,6,0,-3,-1,-2,-62,1,0
460,12/24/2022,16,CHI,BUF,Carl Cheffers,13,209,15,2,0,-1,-7,-22,-217,1,0
461,12/24/2022,16,CLE,NO,Brad Rogers,10,249,45,4,0,0,2,-7,5,1,0
462,12/24/2022,16,NE,CIN,Craig Wrolstad,18,285,82,10,0,-2,2,-4,-157,1,0
463,12/24/2022,16,TEN,HOU,Shawn Smith,14,272,30,5,0,2,1,-5,-13,1,0
464,12/24/2023,16,CAR,GB,Alex Kemp,30,394,87,8,0,0,2,-3,25,1,0
465,12/24/2023,16,DEN,NE,Carl Cheffers,23,276,25,2,0,1,-1,-3,-13,1,0
466,12/24/2023,16,HOU,CLE,Tra Blake,22,250,76,10,0,0,1,-14,-168,1,0
467,12/24/2023,16,MIN,DET,Land Clark,24,390,64,8,0,3,-1,-6,1,1,0
468,12/24/2023,16,TEN,SEA,Shawn Smith,17,287,97,10,0,0,4,-3,14,1,0
469,12/25/2022,16,ARI,TB,John Hussey,16,325,74,6,0,1,1,-3,-71,1,0
470,12/25/2022,16,MIA,GB,Land Clark,20,376,62,8,0,3,3,-6,75,1,0
471,12/25/2023,16,KC,LV,Clete Blakeman,14,308,44,5,0,2,1,-6,103,1,0
472,12/25/2023,16,SF,BAL,Bill Vinovich,19,429,102,10,0,5,4,-14,86,1,0
473,12/26/2022,16,IND,LAC,Clay Martin,3,173,11,2,0,1,-4,-17,-141,1,0
474,12/29/2022,17,TEN,DAL,Shawn Hochuli,13,317,124,10,0,-1,7,-14,-44,1,0
475,12/3/2023,13,NE,LAC,Bill Vinovich,0,257,14,3,0,1,-1,-6,16,1,0
476,12/3/2023,13,NO,DET,Clay Martin,28,362,50,6,0,2,0,-5,15,1,0
477,12/3/2023,13,NYJ,ATL,Ron Torbert,8,259,71,11,0,3,5,-5,65,1,0
478,12/3/2023,13,PHI,SF,Alex Kemp,19,333,47,7,0,0,2,-23,-123,1,0
479,12/3/2023,13,PIT,ARI,Land Clark,10,317,77,9,0,1,3,-14,35,1,0
480,12/3/2023,13,TEN,IND,Craig Wrolstad,28,381,74,9,0,0,5,-3,26,1,0
481,12/3/2023,13,WAS,MIA,Tra Blake,15,245,31,3,0,1,1,-30,-161,1,0
482,12/31/2023,17,MIN,GB,Clay Martin,10,211,27,6,0,1,2,-23,-259,1,0
483,12/31/2023,17,NYG,LAR,Tra Blake,25,389,65,7,0,-2,4,-1,-2,1,0
484,12/31/2023,17,PHI,ARI,Bill Vinovich,31,275,49,4,0,0,-1,-4,-174,1,0
485,12/31/2023,17,SEA,PIT,Shawn Hochuli,23,369,25,4,0,1,2,-7,-99,1,0
486,12/31/2023,17,TB,NO,Land Clark,13,349,38,5,0,4,0,-10,39,1,0
487,12/31/2023,17,WAS,SF,Ron Torbert,10,225,40,5,0,2,2,-17,-183,1,0
488,12/4/2022,13,ATL,PIT,Ron Torbert,16,306,48,6,0,1,-1,-3,-45,1,0
489,12/4/2022,13,CHI,GB,Scott Novak,19,409,63,5,0,3,3,-9,52,1,0
490,12/4/2022,13,HOU,CLE,Land Clark,14,283,31,5,0,2,-1,-13,-21,1,0
491,12/4/2022,13,LAR,SEA,Shawn Smith,23,319,39,4,0,0,-2,-4,-119,1,0
493,12/4/2023,13,JAX,CIN,Scott Novak,31,376,55,7,0,-1,1,-3,-115,1,0
494,12/7/2023,14,PIT,NE,Clay Martin,18,264,5,1,0,0,-6,-3,-39,1,0
495,9/10/2023,1,CHI,GB,Craig Wrolstad,20,311,61,7,0,2,-2,-18,-18,1,0
496,9/10/2023,1,DEN,LV,Bill Vinovich,16,260,83,10,0,-1,0,-1,-1,1,0
497,9/10/2023,1,IND,JAX,Clay Martin,21,280,35,4,0,1,0,-10,-62,1,0
498,9/10/2023,1,LAC,MIA,Brad Allen,34,433,70,6,0,-2,0,-2,-103,1,0
499,9/10/2023,1,MIN,TB,Scott Novak,17,369,45,6,0,3,3,-3,127,1,0
500,9/10/2023,1,NE,PHI,Shawn Hochuli,20,382,50,7,0,1,2,-5,131,1,0
501,9/10/2023,1,NYG,DAL,Adrian Hill,0,171,72,6,0,3,1,-40,-94,1,0
502,9/10/2023,1,PIT,SF,Alex Kemp,7,239,60,6,0,1,-5,-23,-152,1,0
503,9/10/2023,1,SEA,LAR,Shawn Smith,13,180,55,7,0,0,0,-17,-246,1,0
504,9/11/2022,1,ARI,KC,Scott Novak,21,282,49,5,0,-1,2,-23,-206,1,0
505,9/11/2022,1,ATL,NO,Alex Kemp,26,416,55,8,0,1,0,-1,31,1,0
506,9/11/2022,1,CAR,CLE,Brad Rogers,24,261,96,8,0,1,-1,-2,-94,1,0
507,9/11/2022,1,CIN,PIT,Shawn Hochuli,20,432,27,4,0,5,-4,-3,165,1,0
508,9/11/2022,1,DAL,TB,Ron Torbert,3,244,73,10,0,0,5,-16,-103,1,0
509,9/11/2022,1,DET,PHI,Brad Allen,35,386,65,7,0,1,-3,-3,-69,1,0
510,9/11/2022,1,NYJ,BAL,Craig Wrolstad,9,380,81,6,0,1,1,-15,106,1,0
511,9/11/2022,1,TEN,NYG,Jerome Boger,20,359,50,7,0,-1,-1,-1,-35,1,0
512,9/17/2023,2,ARI,NYG,Land Clark,28,379,57,8,0,-1,-1,-3,-60,1,0
513,9/17/2023,2,CIN,BAL,Shawn Hochuli,24,282,30,5,0,1,-1,-3,-133,1,0
514,9/17/2023,2,DEN,WAS,Brad Rogers,33,399,58,9,0,2,1,-2,11,1,0
515,9/17/2023,2,DET,SEA,Alex Kemp,31,418,24,4,0,3,-5,-6,25,1,0
516,9/17/2023,2,HOU,IND,Carl Cheffers,20,389,20,3,0,1,-5,-11,36,1,0
517,9/17/2023,2,JAX,KC,Adrian Hill,9,271,10,2,0,-2,-10,-8,-128,1,0
518,9/17/2023,2,LAR,SF,Brad Allen,23,386,55,6,0,2,0,-7,21,1,0
519,9/17/2023,2,NE,MIA,Shawn Smith,17,288,45,5,0,1,-1,-7,-101,1,0
520,9/18/2022,2,BAL,MIA,Adrian Hill,38,473,5,1,0,-2,-7,-4,-74,1,0
521,9/18/2022,2,CLE,NYJ,Tra Blake,30,405,38,5,0,0,-3,-1,3,1,0
522,9/18/2022,2,LV,ARI,Clete Blakeman,23,324,68,10,0,0,-2,-6,-89,1,0
523,9/18/2022,2,NO,TB,Shawn Hochuli,10,308,60,9,0,4,1,-10,48,1,0
524,9/18/2022,2,PIT,NE,Land Clark,14,243,20,3,0,1,-4,-3,-133,1,0
525,9/18/2023,2,CAR,NO,Scott Novak,17,239,35,6,0,0,3,-3,-102,1,0
526,9/24/2023,3,BAL,IND,Clete Blakeman,19,364,5,1,0,2,-5,-3,37,1,0
527,9/24/2023,3,JAX,HOU,Scott Novak,17,404,49,6,0,2,-2,-20,38,1,0
528,9/24/2023,3,LV,PIT,Tra Blake,18,362,60,7,0,3,1,-5,29,1,0
529,9/24/2023,3,MIN,LAC,Shawn Smith,24,475,45,6,0,1,-6,-4,0,1,0
530,9/24/2023,3,NYJ,NE,Bill Vinovich,10,171,15,3,0,0,-3,-5,-187,1,0
531,9/24/2023,3,WAS,BUF,Land Clark,3,230,15,2,0,4,-4,-34,-156,1,0
532,9/25/2022,3,ARI,LAR,Adrian Hill,12,365,50,6,0,-1,0,-8,26,1,0
533,9/25/2022,3,LAC,JAX,Craig Wrolstad,10,312,54,7,0,2,5,-28,-101,1,0
534,9/25/2022,3,NE,BAL,Bill Vinovich,26,447,16,3,0,2,1,-11,53,1,0
535,9/25/2022,3,NYJ,CIN,Jerome Boger,12,328,55,4,0,3,-1,-15,-2,1,0
536,9/25/2022,3,SEA,ATL,Tra Blake,23,420,47,6,0,-1,4,-4,34,1,0
537,9/25/2022,3,TB,GB,Scott Novak,12,285,40,6,0,0,-2,-2,-30,1,0
538,9/25/2022,3,WAS,PHI,Ron Torbert,8,240,48,4,0,1,-1,-16,-160,1,0
539,9/25/2023,3,TB,PHI,Adrian Hill,11,174,20,4,0,0,1,-14,-298,1,0
540,9/26/2022,3,NYG,DAL,Land Clark,16,336,57,8,0,1,0,-7,-55,1,0
541,9/28/2023,4,GB,DET,Alan Eck,20,230,31,4,0,1,-4,-14,-171,1,0
542,9/7/2023,1,KC,DET,John Hussey,20,316,25,3,0,0,-1,-1,-52,1,0
543,9/8/2022,1,LAR,BUF,Carl Cheffers,10,243,30,4,0,-1,-1,-21,-170,1,0
544,1/1/2023,17,PIT,BAL,Land Clark,16,351,43,6,1,-1,2,3,111,0,0
545,1/1/2023,17,JAX,HOU,Scott Novak,31,337,30,2,1,1,-5,28,60,0,0
546,1/1/2023,17,SF,LV,Clay Martin,37,454,71,9,1,-1,3,3,-46,0,0
547,1/1/2023,17,NO,PHI,Jerome Boger,20,313,20,3,1,0,-5,10,0,0,0
548,1/1/2023,17,CLE,WAS,Bill Vinovich,24,301,20,3,1,-3,-2,14,41,0,0
549,1/6/2024,18,PIT,BAL,Brad Allen,17,289,25,4,1,0,1,7,65,0,0
550,1/6/2024,18,HOU,IND,Bill Vinovich,23,306,69,11,1,-1,8,4,-54,0,0
551,1/7/2023,18,KC,LV,Scott Novak,31,349,43,5,1,-2,-1,18,70,0,0
552,1/7/2024,18,SEA,ARI,Adrian Hill,21,327,0,0,1,0,-5,1,-139,0,0
553,1/7/2024,18,TB,CAR,Clete Blakeman,9,228,15,3,1,-2,0,9,29,0,0
554,1/7/2024,18,KC,LAC,Scott Novak,13,268,57,3,1,0,2,1,-85,0,0
555,1/7/2024,18,BUF,MIA,Alex Kemp,21,473,41,6,1,1,2,7,198,0,0
556,1/7/2024,18,NYJ,NE,Land Clark,17,254,5,1,1,-1,-3,14,135,0,0
